dummy_names,label
anonymous_1010,0.0
anonymous_10100,1.0
anonymous_10101,1.0
anonymous_10102,1.0
anonymous_10103,1.0
anonymous_10104,1.0
anonymous_10105,1.0
anonymous_10106,1.0
anonymous_10107,1.0
anonymous_10108,1.0
anonymous_10109,0.5
anonymous_1011,0.0
anonymous_10110,1.0
anonymous_10111,0.5
anonymous_10112,1.0
anonymous_10113,1.0
anonymous_10114,1.0
anonymous_10115,1.0
anonymous_10116,1.0
anonymous_10117,1.0
anonymous_10118,1.0
anonymous_10119,1.0
anonymous_1012,0.0
anonymous_10120,1.0
anonymous_10121,1.0
anonymous_10122,1.0
anonymous_10123,1.0
anonymous_10124,1.0
anonymous_10125,1.0
anonymous_10126,1.0
anonymous_10127,1.0
anonymous_10128,1.0
anonymous_10129,1.0
anonymous_1013,0.0
anonymous_10130,1.0
anonymous_10131,1.0
anonymous_10132,1.0
anonymous_10133,1.0
anonymous_10134,1.0
anonymous_10135,1.0
anonymous_10136,1.0
anonymous_10137,1.0
anonymous_10138,1.0
anonymous_10139,1.0
anonymous_1014,0.0
anonymous_10140,1.0
anonymous_10141,1.0
anonymous_10142,1.0
anonymous_10143,1.0
anonymous_10144,1.0
anonymous_10145,1.0
anonymous_10146,1.0
anonymous_10147,1.0
anonymous_10148,1.0
anonymous_10149,1.0
anonymous_1015,0.0
anonymous_10150,1.0
anonymous_10151,1.0
anonymous_10152,1.0
anonymous_10153,1.0
anonymous_10154,1.0
anonymous_10155,1.0
anonymous_10156,1.0
anonymous_10157,1.0
anonymous_10158,1.0
anonymous_10159,1.0
anonymous_1016,0.0
anonymous_10160,1.0
anonymous_10161,1.0
anonymous_10162,1.0
anonymous_10163,1.0
anonymous_10164,1.0
anonymous_10165,1.0
anonymous_10166,1.0
anonymous_10167,1.0
anonymous_10168,1.0
anonymous_10169,1.0
anonymous_1017,0.0
anonymous_10170,1.0
anonymous_10171,1.0
anonymous_10172,1.0
anonymous_10173,1.0
anonymous_10174,1.0
anonymous_10175,1.0
anonymous_10176,1.0
anonymous_10177,1.0
anonymous_10178,1.0
anonymous_10179,1.0
anonymous_1018,0.0
anonymous_10180,1.0
anonymous_10181,1.0
anonymous_10182,1.0
anonymous_10183,1.0
anonymous_10184,1.0
anonymous_10185,0.5
anonymous_10186,1.0
anonymous_10187,1.0
anonymous_10188,1.0
anonymous_10189,1.0
anonymous_1019,0.0
anonymous_10190,1.0
anonymous_10191,1.0
anonymous_10192,1.0
anonymous_10193,1.0
anonymous_10194,1.0
anonymous_10195,1.0
anonymous_10196,1.0
anonymous_10197,1.0
anonymous_10198,1.0
anonymous_10199,1.0
anonymous_102,0.0
anonymous_1020,0.5
anonymous_10200,1.0
anonymous_10201,1.0
anonymous_10202,1.0
anonymous_10203,1.0
anonymous_10204,1.0
anonymous_10205,1.0
anonymous_10206,1.0
anonymous_10207,1.0
anonymous_10208,1.0
anonymous_10209,1.0
anonymous_1021,0.0
anonymous_10210,1.0
anonymous_10211,1.0
anonymous_10212,1.0
anonymous_10213,1.0
anonymous_10214,1.0
anonymous_10215,0.6666666666666666
anonymous_10216,1.0
anonymous_10217,1.0
anonymous_10218,1.0
anonymous_10219,1.0
anonymous_1022,0.0
anonymous_10220,1.0
anonymous_10221,1.0
anonymous_10222,1.0
anonymous_10223,1.0
anonymous_10224,1.0
anonymous_10225,1.0
anonymous_10226,1.0
anonymous_10227,1.0
anonymous_10228,1.0
anonymous_10229,1.0
anonymous_1023,0.0
anonymous_10230,1.0
anonymous_10231,1.0
anonymous_10232,1.0
anonymous_10233,1.0
anonymous_10234,1.0
anonymous_10235,1.0
anonymous_10236,1.0
anonymous_10237,1.0
anonymous_10238,1.0
anonymous_10239,1.0
anonymous_1024,0.0
anonymous_10240,1.0
anonymous_10241,1.0
anonymous_10242,1.0
anonymous_10243,1.0
anonymous_10244,1.0
anonymous_10245,1.0
anonymous_10246,1.0
anonymous_10247,1.0
anonymous_10248,1.0
anonymous_10249,1.0
anonymous_1025,0.0
anonymous_10250,1.0
anonymous_10251,1.0
anonymous_10252,1.0
anonymous_10253,1.0
anonymous_10254,1.0
anonymous_10255,1.0
anonymous_10256,1.0
anonymous_10257,1.0
anonymous_10258,1.0
anonymous_10259,1.0
anonymous_1026,0.0
anonymous_10260,1.0
anonymous_10261,1.0
anonymous_10262,1.0
anonymous_10263,1.0
anonymous_10264,1.0
anonymous_10265,1.0
anonymous_10266,1.0
anonymous_10267,1.0
anonymous_10268,1.0
anonymous_10269,1.0
anonymous_1027,0.0
anonymous_10270,1.0
anonymous_10271,1.0
anonymous_10272,1.0
anonymous_10273,1.0
anonymous_10274,1.0
anonymous_10275,1.0
anonymous_10276,1.0
anonymous_10277,1.0
anonymous_10278,1.0
anonymous_10279,1.0
anonymous_1028,0.0
anonymous_10280,1.0
anonymous_10281,1.0
anonymous_10282,1.0
anonymous_10283,1.0
anonymous_10284,1.0
anonymous_10285,1.0
anonymous_10286,1.0
anonymous_10287,1.0
anonymous_10288,1.0
anonymous_10289,0.5
anonymous_1029,0.0
anonymous_10290,1.0
anonymous_10291,1.0
anonymous_10292,1.0
anonymous_10293,1.0
anonymous_10294,1.0
anonymous_10295,1.0
anonymous_10296,1.0
anonymous_10297,1.0
anonymous_10298,1.0
anonymous_10299,1.0
anonymous_103,0.0
anonymous_1030,0.0
anonymous_10300,1.0
anonymous_10301,1.0
anonymous_10302,1.0
anonymous_10303,1.0
anonymous_10304,1.0
anonymous_10305,1.0
anonymous_10306,1.0
anonymous_10307,1.0
anonymous_10308,1.0
anonymous_10309,1.0
anonymous_1031,0.0
anonymous_10310,1.0
anonymous_10311,1.0
anonymous_10312,1.0
anonymous_10313,1.0
anonymous_10314,1.0
anonymous_10315,1.0
anonymous_10316,1.0
anonymous_10317,1.0
anonymous_10318,1.0
anonymous_10319,1.0
anonymous_1032,0.0
anonymous_10320,1.0
anonymous_10321,1.0
anonymous_10322,1.0
anonymous_10323,1.0
anonymous_10324,1.0
anonymous_10325,1.0
anonymous_10326,1.0
anonymous_10327,1.0
anonymous_10328,1.0
anonymous_10329,1.0
anonymous_1033,0.0
anonymous_10330,1.0
anonymous_10331,1.0
anonymous_10332,1.0
anonymous_10333,1.0
anonymous_10334,1.0
anonymous_10335,1.0
anonymous_10336,1.0
anonymous_10337,1.0
anonymous_10338,1.0
anonymous_10339,1.0
anonymous_1034,0.0
anonymous_10340,1.0
anonymous_10341,1.0
anonymous_10342,0.5
anonymous_10343,1.0
anonymous_10344,1.0
anonymous_10345,1.0
anonymous_10346,1.0
anonymous_10347,1.0
anonymous_10348,1.0
anonymous_10349,1.0
anonymous_1035,0.0
anonymous_10350,1.0
anonymous_10351,1.0
anonymous_10352,1.0
anonymous_10353,1.0
anonymous_10354,1.0
anonymous_10355,1.0
anonymous_10356,1.0
anonymous_10357,1.0
anonymous_10358,1.0
anonymous_10359,1.0
anonymous_1036,0.0
anonymous_10360,1.0
anonymous_10361,1.0
anonymous_10362,1.0
anonymous_10363,1.0
anonymous_10364,1.0
anonymous_10365,1.0
anonymous_10366,1.0
anonymous_10367,1.0
anonymous_10368,1.0
anonymous_10369,1.0
anonymous_1037,0.0
anonymous_10370,1.0
anonymous_10371,1.0
anonymous_10372,1.0
anonymous_10373,1.0
anonymous_10374,1.0
anonymous_10375,1.0
anonymous_10376,1.0
anonymous_10377,1.0
anonymous_10378,1.0
anonymous_10379,1.0
anonymous_1038,0.0
anonymous_10380,1.0
anonymous_10381,1.0
anonymous_10382,1.0
anonymous_10383,1.0
anonymous_10384,1.0
anonymous_10385,1.0
anonymous_10386,1.0
anonymous_10387,1.0
anonymous_10388,1.0
anonymous_10389,1.0
anonymous_1039,0.0
anonymous_10390,1.0
anonymous_10391,1.0
anonymous_10392,1.0
anonymous_10393,1.0
anonymous_10394,1.0
anonymous_10395,1.0
anonymous_10396,1.0
anonymous_10397,1.0
anonymous_10398,1.0
anonymous_10399,1.0
anonymous_104,0.0
anonymous_1040,0.0
anonymous_10400,1.0
anonymous_10401,1.0
anonymous_10402,1.0
anonymous_10403,1.0
anonymous_10404,1.0
anonymous_10405,1.0
anonymous_10406,1.0
anonymous_10407,1.0
anonymous_10408,1.0
anonymous_10409,1.0
anonymous_1041,0.0
anonymous_10410,1.0
anonymous_10411,1.0
anonymous_10412,1.0
anonymous_10413,1.0
anonymous_10414,1.0
anonymous_10415,1.0
anonymous_10416,1.0
anonymous_10417,1.0
anonymous_10418,1.0
anonymous_10419,1.0
anonymous_1042,0.0
anonymous_10420,1.0
anonymous_10421,1.0
anonymous_10422,1.0
anonymous_10423,1.0
anonymous_10424,1.0
anonymous_10425,1.0
anonymous_10426,1.0
anonymous_10427,1.0
anonymous_10428,1.0
anonymous_10429,1.0
anonymous_1043,0.0
anonymous_10430,1.0
anonymous_10431,1.0
anonymous_10432,1.0
anonymous_10433,1.0
anonymous_10434,1.0
anonymous_10435,1.0
anonymous_10436,1.0
anonymous_10437,1.0
anonymous_10438,1.0
anonymous_10439,1.0
anonymous_1044,0.0
anonymous_10440,1.0
anonymous_10441,1.0
anonymous_10442,1.0
anonymous_10443,1.0
anonymous_10444,1.0
anonymous_10445,1.0
anonymous_10446,1.0
anonymous_10447,1.0
anonymous_10448,1.0
anonymous_10449,1.0
anonymous_1045,0.0
anonymous_10450,1.0
anonymous_10451,1.0
anonymous_10452,1.0
anonymous_10453,1.0
anonymous_10454,1.0
anonymous_10455,1.0
anonymous_10456,1.0
anonymous_10457,1.0
anonymous_10458,1.0
anonymous_10459,1.0
anonymous_1046,0.0
anonymous_10460,1.0
anonymous_10461,1.0
anonymous_10462,1.0
anonymous_10463,1.0
anonymous_10464,1.0
anonymous_10465,1.0
anonymous_10466,1.0
anonymous_10467,1.0
anonymous_10468,1.0
anonymous_10469,1.0
anonymous_1047,0.0
anonymous_10470,1.0
anonymous_10471,1.0
anonymous_10472,1.0
anonymous_10473,1.0
anonymous_10474,1.0
anonymous_10475,1.0
anonymous_10476,1.0
anonymous_10477,1.0
anonymous_10478,1.0
anonymous_10479,1.0
anonymous_1048,0.0
anonymous_10480,1.0
anonymous_10481,1.0
anonymous_10482,1.0
anonymous_10483,1.0
anonymous_10484,1.0
anonymous_10485,1.0
anonymous_10486,1.0
anonymous_10487,1.0
anonymous_10488,1.0
anonymous_10489,1.0
anonymous_1049,0.0
anonymous_10490,1.0
anonymous_10491,1.0
anonymous_10492,1.0
anonymous_10493,1.0
anonymous_10494,1.0
anonymous_10495,1.0
anonymous_10496,1.0
anonymous_10497,1.0
anonymous_10498,1.0
anonymous_10499,1.0
anonymous_105,0.0
anonymous_1050,0.5
anonymous_10500,1.0
anonymous_10501,1.0
anonymous_10502,1.0
anonymous_10503,1.0
anonymous_10504,1.0
anonymous_10505,1.0
anonymous_10506,1.0
anonymous_10507,1.0
anonymous_10508,1.0
anonymous_10509,1.0
anonymous_1051,0.0
anonymous_10510,1.0
anonymous_10511,1.0
anonymous_10512,1.0
anonymous_10513,0.5
anonymous_10514,1.0
anonymous_10515,1.0
anonymous_10516,1.0
anonymous_10517,1.0
anonymous_10518,1.0
anonymous_10519,1.0
anonymous_1052,0.0
anonymous_10520,1.0
anonymous_10521,1.0
anonymous_10522,0.5
anonymous_10523,1.0
anonymous_10524,1.0
anonymous_10525,1.0
anonymous_10526,1.0
anonymous_10527,1.0
anonymous_10528,1.0
anonymous_10529,1.0
anonymous_1053,0.0
anonymous_10530,1.0
anonymous_10531,1.0
anonymous_10532,1.0
anonymous_10533,1.0
anonymous_10534,1.0
anonymous_10535,1.0
anonymous_10536,1.0
anonymous_10537,1.0
anonymous_10538,1.0
anonymous_10539,1.0
anonymous_1054,0.0
anonymous_10540,1.0
anonymous_10541,1.0
anonymous_10542,1.0
anonymous_10543,1.0
anonymous_10544,1.0
anonymous_10545,1.0
anonymous_10546,1.0
anonymous_10547,1.0
anonymous_10548,1.0
anonymous_10549,1.0
anonymous_1055,0.0
anonymous_10550,1.0
anonymous_10551,1.0
anonymous_10552,1.0
anonymous_10553,0.5
anonymous_10554,1.0
anonymous_10555,1.0
anonymous_10556,1.0
anonymous_10557,1.0
anonymous_10558,1.0
anonymous_10559,1.0
anonymous_1056,0.0
anonymous_10560,0.6666666666666666
anonymous_10561,1.0
anonymous_10562,1.0
anonymous_10563,1.0
anonymous_10564,1.0
anonymous_10565,1.0
anonymous_10566,1.0
anonymous_10567,1.0
anonymous_10568,1.0
anonymous_10569,1.0
anonymous_1057,0.0
anonymous_10570,1.0
anonymous_10571,1.0
anonymous_10572,1.0
anonymous_10573,1.0
anonymous_10574,1.0
anonymous_10575,1.0
anonymous_10576,1.0
anonymous_10577,1.0
anonymous_10578,1.0
anonymous_10579,1.0
anonymous_1058,0.0
anonymous_10580,1.0
anonymous_10581,1.0
anonymous_10582,1.0
anonymous_10583,1.0
anonymous_10584,1.0
anonymous_10585,1.0
anonymous_10586,1.0
anonymous_10587,1.0
anonymous_10588,1.0
anonymous_10589,1.0
anonymous_1059,0.0
anonymous_10590,1.0
anonymous_10591,1.0
anonymous_10592,1.0
anonymous_10593,1.0
anonymous_10594,1.0
anonymous_10595,1.0
anonymous_10596,1.0
anonymous_10597,1.0
anonymous_10598,1.0
anonymous_10599,1.0
anonymous_106,0.0
anonymous_1060,0.0
anonymous_10600,1.0
anonymous_10601,1.0
anonymous_10602,1.0
anonymous_10603,1.0
anonymous_10604,1.0
anonymous_10605,1.0
anonymous_10606,1.0
anonymous_10607,1.0
anonymous_10608,1.0
anonymous_10609,1.0
anonymous_1061,0.5
anonymous_10610,1.0
anonymous_10611,1.0
anonymous_10612,1.0
anonymous_10613,1.0
anonymous_10614,1.0
anonymous_10615,1.0
anonymous_10616,1.0
anonymous_10617,1.0
anonymous_10618,1.0
anonymous_10619,1.0
anonymous_1062,0.0
anonymous_10620,1.0
anonymous_10621,0.5
anonymous_10622,1.0
anonymous_10623,1.0
anonymous_10624,1.0
anonymous_10625,1.0
anonymous_10626,1.0
anonymous_10627,1.0
anonymous_10628,1.0
anonymous_10629,0.5
anonymous_1063,0.0
anonymous_10630,1.0
anonymous_10631,1.0
anonymous_10632,1.0
anonymous_10633,1.0
anonymous_10634,1.0
anonymous_10635,1.0
anonymous_10636,1.0
anonymous_10637,1.0
anonymous_10638,1.0
anonymous_10639,0.5
anonymous_1064,0.0
anonymous_10640,1.0
anonymous_10641,1.0
anonymous_10642,1.0
anonymous_10643,1.0
anonymous_10644,1.0
anonymous_10645,1.0
anonymous_10646,1.0
anonymous_10647,1.0
anonymous_10648,1.0
anonymous_10649,1.0
anonymous_1065,0.0
anonymous_10650,1.0
anonymous_10651,1.0
anonymous_10652,1.0
anonymous_10653,1.0
anonymous_10654,1.0
anonymous_10655,1.0
anonymous_10656,1.0
anonymous_10657,1.0
anonymous_10658,1.0
anonymous_10659,1.0
anonymous_1066,0.0
anonymous_10660,1.0
anonymous_10661,1.0
anonymous_10662,1.0
anonymous_10663,1.0
anonymous_10664,1.0
anonymous_10665,1.0
anonymous_10666,1.0
anonymous_10667,1.0
anonymous_10668,1.0
anonymous_10669,1.0
anonymous_1067,0.0
anonymous_10670,1.0
anonymous_10671,1.0
anonymous_10672,1.0
anonymous_10673,1.0
anonymous_10674,1.0
anonymous_10675,1.0
anonymous_10676,0.5
anonymous_10677,1.0
anonymous_10678,1.0
anonymous_10679,1.0
anonymous_1068,0.5
anonymous_10680,1.0
anonymous_10681,1.0
anonymous_10682,1.0
anonymous_10683,1.0
anonymous_10684,1.0
anonymous_10685,1.0
anonymous_10686,1.0
anonymous_10687,1.0
anonymous_10688,1.0
anonymous_10689,1.0
anonymous_1069,0.0
anonymous_10690,1.0
anonymous_10691,1.0
anonymous_10692,1.0
anonymous_10693,1.0
anonymous_10694,1.0
anonymous_10695,1.0
anonymous_10696,1.0
anonymous_10697,1.0
anonymous_10698,1.0
anonymous_10699,1.0
anonymous_107,0.0
anonymous_1070,0.0
anonymous_10700,1.0
anonymous_10701,1.0
anonymous_10702,1.0
anonymous_10703,1.0
anonymous_10704,1.0
anonymous_10705,1.0
anonymous_10706,1.0
anonymous_10707,1.0
anonymous_10708,1.0
anonymous_10709,1.0
anonymous_1071,0.0
anonymous_10710,1.0
anonymous_10711,1.0
anonymous_10712,1.0
anonymous_10713,1.0
anonymous_10714,1.0
anonymous_10715,1.0
anonymous_10716,1.0
anonymous_10717,1.0
anonymous_10718,1.0
anonymous_10719,1.0
anonymous_1072,0.0
anonymous_10720,1.0
anonymous_10721,1.0
anonymous_10722,1.0
anonymous_10723,1.0
anonymous_10724,1.0
anonymous_10725,0.5
anonymous_10726,1.0
anonymous_10727,1.0
anonymous_10728,1.0
anonymous_10729,1.0
anonymous_1073,0.0
anonymous_10730,1.0
anonymous_10731,1.0
anonymous_10732,1.0
anonymous_10733,1.0
anonymous_10734,1.0
anonymous_10735,1.0
anonymous_10736,1.0
anonymous_10737,1.0
anonymous_10738,1.0
anonymous_10739,1.0
anonymous_1074,0.0
anonymous_10740,1.0
anonymous_10741,1.0
anonymous_10742,1.0
anonymous_10743,1.0
anonymous_10744,1.0
anonymous_10745,1.0
anonymous_10746,1.0
anonymous_10747,1.0
anonymous_10748,1.0
anonymous_10749,1.0
anonymous_1075,0.0
anonymous_10750,1.0
anonymous_10751,1.0
anonymous_10752,1.0
anonymous_10753,1.0
anonymous_10754,1.0
anonymous_10755,1.0
anonymous_10756,1.0
anonymous_10757,1.0
anonymous_10758,1.0
anonymous_10759,1.0
anonymous_1076,0.5
anonymous_10760,1.0
anonymous_10761,1.0
anonymous_10762,1.0
anonymous_10763,1.0
anonymous_10764,1.0
anonymous_10765,1.0
anonymous_10766,1.0
anonymous_10767,1.0
anonymous_10768,1.0
anonymous_10769,1.0
anonymous_1077,0.0
anonymous_10770,1.0
anonymous_10771,1.0
anonymous_10772,1.0
anonymous_10773,1.0
anonymous_10774,1.0
anonymous_10775,1.0
anonymous_10776,1.0
anonymous_10777,1.0
anonymous_10778,1.0
anonymous_10779,1.0
anonymous_1078,0.0
anonymous_10780,1.0
anonymous_10781,1.0
anonymous_10782,1.0
anonymous_10783,1.0
anonymous_10784,1.0
anonymous_10785,1.0
anonymous_10786,1.0
anonymous_10787,1.0
anonymous_10788,1.0
anonymous_10789,1.0
anonymous_1079,0.0
anonymous_10790,1.0
anonymous_10791,1.0
anonymous_10792,1.0
anonymous_10793,1.0
anonymous_10794,1.0
anonymous_10795,1.0
anonymous_10796,1.0
anonymous_10797,1.0
anonymous_10798,1.0
anonymous_10799,1.0
anonymous_108,0.0
anonymous_1080,0.0
anonymous_10800,1.0
anonymous_10801,1.0
anonymous_10802,1.0
anonymous_10803,1.0
anonymous_10804,1.0
anonymous_10805,1.0
anonymous_10806,1.0
anonymous_10807,1.0
anonymous_10808,1.0
anonymous_10809,1.0
anonymous_1081,0.0
anonymous_10810,1.0
anonymous_10811,1.0
anonymous_10812,1.0
anonymous_10813,1.0
anonymous_10814,1.0
anonymous_10815,1.0
anonymous_10816,1.0
anonymous_10817,1.0
anonymous_10818,1.0
anonymous_10819,1.0
anonymous_1082,0.0
anonymous_10820,1.0
anonymous_10821,1.0
anonymous_10822,1.0
anonymous_10823,1.0
anonymous_10824,1.0
anonymous_10825,1.0
anonymous_10826,1.0
anonymous_10827,1.0
anonymous_10828,1.0
anonymous_10829,1.0
anonymous_1083,0.0
anonymous_10830,1.0
anonymous_10831,1.0
anonymous_10832,1.0
anonymous_10833,1.0
anonymous_10834,1.0
anonymous_10835,1.0
anonymous_10836,1.0
anonymous_10837,1.0
anonymous_10838,1.0
anonymous_10839,1.0
anonymous_1084,0.0
anonymous_10840,1.0
anonymous_10841,1.0
anonymous_10842,1.0
anonymous_10843,1.0
anonymous_10844,1.0
anonymous_10845,1.0
anonymous_10846,1.0
anonymous_10847,1.0
anonymous_10848,1.0
anonymous_10849,1.0
anonymous_1085,0.0
anonymous_10850,1.0
anonymous_10851,1.0
anonymous_10852,1.0
anonymous_10853,1.0
anonymous_10854,1.0
anonymous_10855,1.0
anonymous_10856,1.0
anonymous_10857,1.0
anonymous_10858,1.0
anonymous_10859,1.0
anonymous_1086,0.0
anonymous_10860,1.0
anonymous_10861,1.0
anonymous_10862,1.0
anonymous_10863,1.0
anonymous_10864,1.0
anonymous_10865,1.0
anonymous_10866,1.0
anonymous_10867,1.0
anonymous_10868,1.0
anonymous_10869,1.0
anonymous_1087,0.0
anonymous_10870,1.0
anonymous_10871,1.0
anonymous_10872,1.0
anonymous_10873,1.0
anonymous_10874,1.0
anonymous_10875,1.0
anonymous_10876,1.0
anonymous_10877,1.0
anonymous_10878,1.0
anonymous_10879,1.0
anonymous_1088,0.0
anonymous_10880,1.0
anonymous_10881,1.0
anonymous_10882,1.0
anonymous_10883,1.0
anonymous_10884,1.0
anonymous_10885,1.0
anonymous_10886,1.0
anonymous_10887,1.0
anonymous_10888,1.0
anonymous_10889,1.0
anonymous_1089,0.0
anonymous_10890,1.0
anonymous_10891,1.0
anonymous_10892,1.0
anonymous_10893,1.0
anonymous_10894,1.0
anonymous_10895,1.0
anonymous_10896,1.0
anonymous_10897,1.0
anonymous_10898,1.0
anonymous_10899,1.0
anonymous_109,0.0
anonymous_1090,0.0
anonymous_10900,1.0
anonymous_10901,1.0
anonymous_10902,1.0
anonymous_10903,1.0
anonymous_10904,1.0
anonymous_10905,1.0
anonymous_10906,1.0
anonymous_10907,1.0
anonymous_10908,1.0
anonymous_10909,1.0
anonymous_1091,0.0
anonymous_10910,1.0
anonymous_10911,1.0
anonymous_10912,1.0
anonymous_10913,1.0
anonymous_10914,1.0
anonymous_10915,1.0
anonymous_10916,1.0
anonymous_10917,1.0
anonymous_10918,1.0
anonymous_10919,1.0
anonymous_1092,0.0
anonymous_10920,1.0
anonymous_10921,1.0
anonymous_10922,1.0
anonymous_10923,1.0
anonymous_10924,1.0
anonymous_10925,1.0
anonymous_10926,1.0
anonymous_10927,1.0
anonymous_10928,1.0
anonymous_10929,1.0
anonymous_1093,0.0
anonymous_10930,1.0
anonymous_10931,1.0
anonymous_10932,1.0
anonymous_10933,1.0
anonymous_10934,1.0
anonymous_10935,1.0
anonymous_10936,1.0
anonymous_10937,1.0
anonymous_10938,1.0
anonymous_10939,1.0
anonymous_1094,0.0
anonymous_10940,1.0
anonymous_10941,1.0
anonymous_10942,1.0
anonymous_10943,1.0
anonymous_10944,1.0
anonymous_10945,1.0
anonymous_10946,1.0
anonymous_10947,1.0
anonymous_10948,1.0
anonymous_10949,1.0
anonymous_1095,0.5
anonymous_10950,1.0
anonymous_10951,1.0
anonymous_10952,1.0
anonymous_10953,1.0
anonymous_10954,1.0
anonymous_10955,1.0
anonymous_10956,1.0
anonymous_10957,1.0
anonymous_10958,1.0
anonymous_10959,1.0
anonymous_1096,0.0
anonymous_10960,1.0
anonymous_10961,1.0
anonymous_10962,1.0
anonymous_10963,1.0
anonymous_10964,1.0
anonymous_10965,1.0
anonymous_10966,1.0
anonymous_10967,1.0
anonymous_10968,1.0
anonymous_10969,1.0
anonymous_1097,0.0
anonymous_10970,1.0
anonymous_10971,1.0
anonymous_10972,1.0
anonymous_10973,1.0
anonymous_10974,1.0
anonymous_10975,1.0
anonymous_10976,1.0
anonymous_10977,1.0
anonymous_10978,1.0
anonymous_10979,1.0
anonymous_1098,0.0
anonymous_10980,1.0
anonymous_10981,1.0
anonymous_10982,1.0
anonymous_10983,1.0
anonymous_10984,1.0
anonymous_10985,1.0
anonymous_10986,1.0
anonymous_10987,1.0
anonymous_10988,1.0
anonymous_10989,1.0
anonymous_1099,0.0
anonymous_10990,1.0
anonymous_10991,1.0
anonymous_10992,1.0
anonymous_10993,1.0
anonymous_10994,1.0
anonymous_10995,1.0
anonymous_10996,1.0
anonymous_10997,1.0
anonymous_10998,1.0
anonymous_10999,1.0
anonymous_11,0.0
anonymous_110,0.0
anonymous_1100,0.0
anonymous_11000,1.0
anonymous_11001,1.0
anonymous_11002,1.0
anonymous_11003,1.0
anonymous_11004,1.0
anonymous_11005,1.0
anonymous_11006,1.0
anonymous_11007,1.0
anonymous_11008,1.0
anonymous_11009,1.0
anonymous_1101,0.0
anonymous_11010,1.0
anonymous_11011,1.0
anonymous_11012,1.0
anonymous_11013,1.0
anonymous_11014,1.0
anonymous_11015,1.0
anonymous_11016,1.0
anonymous_11017,1.0
anonymous_11018,1.0
anonymous_11019,1.0
anonymous_1102,0.0
anonymous_11020,1.0
anonymous_11021,1.0
anonymous_11022,1.0
anonymous_11023,1.0
anonymous_11024,1.0
anonymous_11025,1.0
anonymous_11026,1.0
anonymous_11027,1.0
anonymous_11028,1.0
anonymous_11029,1.0
anonymous_1103,0.0
anonymous_11030,1.0
anonymous_11031,1.0
anonymous_11032,1.0
anonymous_11033,1.0
anonymous_11034,1.0
anonymous_11035,1.0
anonymous_11036,1.0
anonymous_11037,1.0
anonymous_11038,1.0
anonymous_11039,1.0
anonymous_1104,0.0
anonymous_11040,1.0
anonymous_11041,1.0
anonymous_11042,1.0
anonymous_11043,1.0
anonymous_11044,1.0
anonymous_11045,1.0
